%Time	Paddle Displacement	LC1	LC2	WG0	WG1	WG2	WG3
31/08/2023 14.29.36.27637	0.772727	1.15134	0.719925	-313.611	0.0797882	-0.077652	-0.0562134
31/08/2023 14.29.36.32637	0.7727	0.581696	0.666122	-316.224	-0.229385	-0.215149	0.409958
31/08/2023 14.29.36.37662	0.772504	-0.446503	0.25618	-318.824	-0.14006	-0.309952	0.253708
31/08/2023 14.29.36.42662	0.772617	0.544617	0.452148	-320.882	0.117645	-0.258408	0.13382
31/08/2023 14.29.36.47662	0.772675	1.60931	0.913956	-322.187	0.0814514	-0.118835	0.173645
31/08/2023 14.29.36.52662	0.772734	0.134766	0.420303	-322.243	-0.000976562	-0.0696411	-0.0181427
31/08/2023 14.29.36.57662	0.772654	7.54596	3.23259	-319.654	-0.0409698	-0.245911	0.243149
31/08/2023 14.29.36.62662	0.772475	6.6868	2.94066	-311.835	-0.138489	-0.218643	0.351364
31/08/2023 14.29.36.67662	0.772613	1.104	0.906479	-302.18	-0.189529	-0.436142	0.320694
31/08/2023 14.29.36.72662	0.772696	0.711456	0.725128	-294.446	0.00959778	-0.23851	0.0886078
31/08/2023 14.29.36.77662	0.772759	-1.22076	-0.0859375	-288.155	-0.0436096	-0.149719	0.245117
31/08/2023 14.29.36.82662	0.772566	-1.65308	-0.119965	-283.417	-0.117249	-0.211349	0.362244
31/08/2023 14.29.36.87662	0.77252	-0.909363	0.0591888	-281.752	-0.099823	-0.147903	0.251846
31/08/2023 14.29.36.92662	0.772658	0.43219	0.457626	-281.513	-0.0150299	-0.170639	0.147125
31/08/2023 14.29.36.97662	0.772713	0.101105	0.377731	-283.114	0.130478	-0.26619	-0.108475
31/08/2023 14.29.37.02662	0.772708	-1.12766	0.074585	-288.812	-0.036087	-0.0958099	0.041214
31/08/2023 14.29.37.07712	0.772465	-0.157562	0.350739	-295.634	-0.0473175	-0.116394	0.143066
31/08/2023 14.29.37.12712	0.772631	-1.25586	-0.0466003	-302.549	-0.0357513	-0.191223	0.19458
31/08/2023 14.29.37.17712	0.772713	0.254639	0.407578	-308.541	-0.127029	-0.340744	0.114899
31/08/2023 14.29.37.22712	0.772717	0.474731	0.563202	-312.523	0.0212708	-0.309402	0.181015
31/08/2023 14.29.37.27712	0.772696	1.16595	0.602509	-313.478	0.0571289	-0.140549	-0.0758667
31/08/2023 14.29.37.32712	0.77242	0.0517273	0.371674	-312.439	-0.245331	-0.0853729	0.207474
31/08/2023 14.29.37.37712	0.772644	1.41531	0.951324	-311.522	-0.282242	-0.247284	0.340118
31/08/2023 14.29.37.42712	0.772688	3.84369	1.73511	-292.785	-0.154007	-0.421265	0.220657
31/08/2023 14.29.37.47712	0.772733	2.64267	1.30388	-282.669	0.0435944	-0.218323	-0.169434
31/08/2023 14.29.37.52712	0.772637	1.18707	0.706284	-280.853	-0.037796	-0.142456	0.0434113
31/08/2023 14.29.37.57712	0.772479	1.00568	0.817139	-281.561	-0.0973816	-0.137497	0.218353
31/08/2023 14.29.37.62712	0.772664	3.19775	1.34454	-288.233	-0.252243	-0.314423	0.402466
31/08/2023 14.29.37.67712	0.772691	4.13541	1.90164	-293.028	-0.140274	-0.430145	0.34906
31/08/2023 14.29.37.72712	0.77271	-0.174622	0.265152	-293.431	-0.0587006	-0.300461	0.0219574
31/08/2023 14.29.37.77712	0.772551	0.184662	0.628021	-321.747	0.164215	-0.148651	-0.118362
31/08/2023 14.29.37.82712	0.772551	2.34872	0.984253	-326.227	-0.027771	0.00648499	0.159348
31/08/2023 14.29.37.87762	0.772695	0.793945	0.56488	-324.855	-0.226593	-0.293198	0.551422
31/08/2023 14.29.37.92762	0.77271	2.14252	1.06435	-319.729	-0.10199	-0.270508	0.40242
31/08/2023 14.29.37.97762	0.772728	-0.260742	0.241379	-311.27	0.130219	-0.0826111	0.144775
31/08/2023 14.29.38.02762	0.772435	1.20248	0.753723	-302.858	0.132751	0.0437012	0.00535583
31/08/2023 14.29.38.07787	0.77263	2.34216	1.10463	-294.183	-0.18898	-0.120392	0.275177
31/08/2023 14.29.38.12787	0.772679	1.28882	0.854736	-286.787	-0.283279	-0.162888	0.382553
31/08/2023 14.29.38.17787	0.772713	1.66486	0.880966	-280.605	-0.0585632	-0.234787	0.414078
31/08/2023 14.29.38.22787	0.772697	0.844086	0.693604	-277.779	0.015976	-0.264679	0.138626
31/08/2023 14.29.38.27787	0.772425	0.99353	0.763809	-276.84	0.137619	-0.0761414	0.190002
31/08/2023 14.29.38.32787	0.772665	-0.175568	0.252731	-277.879	-0.300491	-0.170715	0.329834
31/08/2023 14.29.38.37787	0.772731	4.33801	1.9567	-282.175	-0.370697	-0.179199	0.470428
31/08/2023 14.29.38.42787	0.772698	1.61002	1.02754	-289.745	-0.0420532	-0.393066	0.249756
31/08/2023 14.29.38.47787	0.772561	-0.885468	0.0658417	-298.879	-0.0119629	-0.160172	0.0964966
31/08/2023 14.29.38.52787	0.772555	-1.56027	-0.0368042	-307.418	0.000671387	-0.223358	0.231323
31/08/2023 14.29.38.57787	0.772659	0.806488	0.614716	-315.021	-0.109802	-0.0974121	0.27977
31/08/2023 14.29.38.62787	0.772733	1.22632	0.735428	-320.229	-0.364227	-0.23674	0.439056
31/08/2023 14.29.38.67787	0.772709	-2.23987	-0.184341	-323.249	-0.268799	-0.290558	0.355194
31/08/2023 14.29.38.72787	0.772449	-2.1272	-0.334183	-325.287	-0.245255	-0.136047	0.285095
31/08/2023 14.29.38.77787	0.772624	-2.30042	-0.0550995	-325.424	-0.191254	-0.157242	0.26033
31/08/2023 14.29.38.82787	0.772663	0.492432	0.57486	-324.485	-0.290421	-0.115128	0.216095
31/08/2023 14.29.38.87912	0.772743	-1.48315	-0.00456238	-318.915	-0.331512	-0.293976	0.462112
31/08/2023 14.29.38.92912	0.772641	-1.26712	-0.150467	-311.304	-0.162064	-0.241669	0.168396
31/08/2023 14.29.38.98212	0.772485	-1.9462	-0.162567	-303.147	-0.216171	-0.231537	0.196777
31/08/2023 14.29.39.03212	0.772659	-0.211914	0.314651	-294.894	-0.0648651	-0.108948	0.242554
31/08/2023 14.29.39.08212	0.772711	0.161652	0.640686	-286.992	-0.0788269	-0.0826263	0.174057
31/08/2023 14.29.39.13212	0.772702	3.79956	1.68703	-280.15	-0.304337	-0.24823	0.235107
31/08/2023 14.29.39.18212	0.772556	0.59494	0.662415	-276.367	-0.0810242	-0.3237	0.127182
31/08/2023 14.29.39.23212	0.772565	0.94751	0.888397	-274.702	-0.0884399	-0.44043	-0.265823
31/08/2023 14.29.39.28212	0.772657	-0.343506	0.340363	-275.2	0.105499	-0.2314	-0.322723
31/08/2023 14.29.39.33212	0.772697	1.35104	0.897537	-281.165	0.0737305	-0.0137787	-0.053894
31/08/2023 14.29.39.38212	0.772721	2.03232	0.911514	-291.584	-0.2509	-0.24472	0.124405
31/08/2023 14.29.39.43212	0.772487	2.15839	1.23096	-302.721	-0.130798	-0.388596	0.415894
31/08/2023 14.29.39.48337	0.772632	0.831573	0.684677	-311.397	0.116074	-0.181503	0.177765
31/08/2023 14.29.39.53337	0.772647	0.148682	0.402283	-315.987	0.0362854	-0.14032	0.266678
31/08/2023 14.29.39.58337	0.772739	0.158722	0.399246	-316.774	-0.00907898	-0.133118	0.264236
31/08/2023 14.29.39.63337	0.772691	0.295197	0.451187	-315.526	-0.192734	-0.192657	0.489731
31/08/2023 14.29.39.68337	0.772436	0.721191	0.553314	-312.892	-0.165054	-0.335342	0.43222
31/08/2023 14.29.39.73337	0.772652	1.96338	1.12775	-309.854	-0.0346069	-0.20665	0.158813
31/08/2023 14.29.39.78387	0.772699	2.52124	1.25778	-308.14	-0.0218353	-0.184753	0.185837
31/08/2023 14.29.39.83387	0.772709	1.22751	0.772781	-307.644	-0.0505676	-0.0975494	0.202591
31/08/2023 14.29.39.88387	0.772597	4.43506	2.09717	-307.601	-0.411072	-0.109177	0.336853
31/08/2023 14.29.39.93387	0.772533	2.3157	1.16179	-307.082	-0.261658	-0.448761	0.421677
31/08/2023 14.29.39.98387	0.772658	-0.588104	0.151733	-307.23	0.0465088	-0.146622	0.140381
31/08/2023 14.29.40.03387	0.772697	-0.02948	0.291779	-307.343	0.00952148	-0.206512	0.147736
31/08/2023 14.29.40.08387	0.772718	0.347778	0.301849	-306.317	-0.0782928	-0.0673981	0.29921
31/08/2023 14.29.40.13387	0.772512	-0.704834	0.163467	-303.775	-0.142517	-0.166458	0.51973
31/08/2023 14.29.40.18387	0.772592	0.0990295	0.28624	-300.554	-0.0745087	-0.313644	0.405548
31/08/2023 14.29.40.23387	0.772694	2.54785	1.31807	-297.899	-0.104492	-0.328049	0.278
31/08/2023 14.29.40.28387	0.772734	1.74902	1.09027	-296.297	0.0512085	-0.138855	0.0546112
31/08/2023 14.29.40.33387	0.772678	0.250519	0.531143	-295.038	-0.0477905	-0.119766	0.124542
31/08/2023 14.29.40.38388	0.772425	2.40268	1.27344	-294.056	-0.152435	-0.121994	0.356934
31/08/2023 14.29.40.43388	0.772664	-0.723358	0.0717926	-293.693	-0.117249	-0.179901	0.433746
31/08/2023 14.29.40.48437	0.772674	0.259674	0.408142	-293.642	0.0919952	-0.118896	0.223877
31/08/2023 14.29.40.53437	0.772734	2.66278	1.2628	-295.712	-0.239548	-0.130814	0.195648
31/08/2023 14.29.40.58462	0.7726	2.28729	1.20174	-297.8	-0.115021	-0.110931	0.138824
31/08/2023 14.29.40.63462	0.772514	2.50131	1.32904	-299.863	-0.387833	-0.109528	0.36676
31/08/2023 14.29.40.68462	0.772659	1.95261	1.15335	-301.056	-0.190567	-0.239441	0.330856
31/08/2023 14.29.40.73462	0.772738	1.95084	1.19765	-302.386	-0.0415039	-0.220581	0.251694
31/08/2023 14.29.40.78462	0.772726	0.996765	0.918869	-304.159	0.143875	-0.208252	0.179443
31/08/2023 14.29.40.83462	0.772491	1.47507	1.00041	-306.313	0.077179	-0.0862274	0.0252686
31/08/2023 14.29.40.88462	0.772589	2.61896	1.7086	-308.877	-0.212143	-0.000488281	0.315552
31/08/2023 14.29.40.93462	0.772664	6.08075	2.94939	-310.978	-0.377609	-0.26918	0.417145
31/08/2023 14.29.40.98462	0.772736	1.9437	1.11224	-311.825	-0.00767517	-0.185959	0.274902
31/08/2023 14.29.41.03462	0.772687	-0.487213	0.2733	-312.906	-0.00184631	-0.0957794	0.210785
31/08/2023 14.29.41.08612	0.772443	2.21603	1.35564	-311.611	-0.122696	-0.0889435	0.152908
31/08/2023 14.29.41.13612	0.772645	2.33264	1.34578	-306.34	-0.175659	-0.136459	0.471207
31/08/2023 14.29.41.18612	0.772708	3.32001	1.78355	-298.094	-0.265015	-0.177597	0.534332
31/08/2023 14.29.41.23612	0.772708	5.74771	2.52045	-291.055	-0.026825	-0.364288	0.428558
31/08/2023 14.29.41.28637	0.772605	0.473633	0.466339	-286.63	0.249542	-0.051712	0.359497
31/08/2023 14.29.41.33637	0.772501	1.92755	1.04405	-284.848	0.345901	0.106659	0.354385
31/08/2023 14.29.41.38737	0.772668	-1.26718	-0.0156555	-284.34	0.0330048	0.116043	0.532227
31/08/2023 14.29.41.43737	0.772717	-0.766632	0.204803	-286.597	0.00724792	-0.0684509	0.939453
31/08/2023 14.29.41.48737	0.772682	2.95828	1.42851	-292.695	0.198212	-0.154037	0.76709
31/08/2023 14.29.41.53737	0.772547	3.46085	1.62816	-300.676	0.432098	0.0732422	0.49559
31/08/2023 14.29.41.58737	0.772571	0.65567	0.620148	-305.86	0.364944	0.220413	0.500076
31/08/2023 14.29.41.63737	0.772672	0.978851	0.787766	-309.343	-0.0366974	0.098053	1.04674
31/08/2023 14.29.41.68737	0.772726	1.45953	0.881271	-311.69	-0.090744	-0.0231781	1.08412
31/08/2023 14.29.41.73737	0.772674	3.68658	1.57048	-314.261	-0.0856781	-0.232666	0.716171
31/08/2023 14.29.41.78889	0.772491	3.74161	1.72318	-316.648	0.0460815	4.57764E-5	0.413803
31/08/2023 14.29.41.83889	0.772633	4.1601	1.72432	-318.664	0.179764	0.025238	0.229706
31/08/2023 14.29.41.88912	0.772681	3.38791	1.28204	-318.531	-0.0843201	-0.106949	0.534515
31/08/2023 14.29.41.93912	0.772713	1.89606	0.953354	-318.213	-0.343063	-0.357864	0.693573
31/08/2023 14.29.41.98912	0.77264	2.26721	1.11	-318.142	-0.132812	-0.441727	0.618179
31/08/2023 14.29.42.03912	0.772496	0.734833	0.549255	-306.35	0.182892	-0.10791	0.401123
31/08/2023 14.29.42.09037	0.772682	-0.16745	0.258118	-263.312	0.0230103	0.044281	0.39917
31/08/2023 14.29.42.14037	0.772698	0.669403	0.463928	-262.841	-0.117142	-0.118225	0.662674
31/08/2023 14.29.42.19137	0.772714	1.22946	0.857422	-265.577	-0.344315	-0.250427	0.307297
31/08/2023 14.29.42.24137	0.77257	3.58673	1.69406	-265.702	-0.104156	-0.431747	0.505157
31/08/2023 14.29.42.29262	0.772523	-0.305695	0.101135	-266.694	0.0261383	-0.278198	0.330002
31/08/2023 14.29.42.34262	0.772681	0.166382	0.284561	-280.267	0.0475616	-0.0429382	0.16748
31/08/2023 14.29.42.39262	0.772719	0.400482	0.394196	-311.538	-0.288467	-0.126984	0.448746
31/08/2023 14.29.42.44262	0.772735	-0.275421	0.328018	-313.281	-0.107559	-0.253708	0.540405
31/08/2023 14.29.42.49262	0.77242	6.59537	2.82919	-313.728	-0.13588	-0.387207	0.408218
31/08/2023 14.29.42.54262	0.772631	1.42169	0.876846	-314.003	0.0198059	-0.196533	0.0850983
31/08/2023 14.29.42.59262	0.77269	1.19025	0.677872	-313.932	0.156357	-0.0232239	-0.116531
31/08/2023 14.29.42.64262	0.772705	1.70978	0.985092	-314.029	-0.254257	-0.0752563	0.283142
31/08/2023 14.29.42.69262	0.77264	-0.330719	0.160507	-313.693	-0.119217	-0.166809	0.406891
31/08/2023 14.29.42.74262	0.772477	0.16333	0.390869	-313.062	-0.0832367	-0.392441	0.427277
31/08/2023 14.29.42.79262	0.772696	0.519989	0.427567	-313.141	0.0541077	-0.19693	0.376663
31/08/2023 14.29.42.84262	0.77269	1.21982	0.723663	-312.734	0.0741425	-0.121262	0.288956
31/08/2023 14.29.42.89312	0.772702	0.981445	0.793274	-311.623	-0.138611	-0.0389862	0.384232
31/08/2023 14.29.42.94312	0.772526	0.617035	0.570236	-309.371	-0.264236	-0.26123	0.624222
31/08/2023 14.29.42.99312	0.772575	-1.25226	-0.0356293	-304.851	0.0488892	-0.199661	0.207413
31/08/2023 14.29.43.04312	0.772682	-1.40588	-0.0763397	-297.982	-0.0258026	-0.213928	0.249313
31/08/2023 14.29.43.09487	0.77271	-0.0342407	0.425079	-289.625	-0.0458374	-0.212814	0.330978
31/08/2023 14.29.43.14487	0.772695	1.19043	0.83429	-281.855	-0.22966	-0.112396	0.202789
31/08/2023 14.29.43.19487	0.772494	-0.448975	0.336365	-276.913	-0.339905	-0.170853	0.411057
31/08/2023 14.29.43.24487	0.77262	-1.80026	-0.125198	-273.788	-0.200424	-0.34967	0.29686
31/08/2023 14.29.43.29487	0.772702	-1.60269	-0.0453339	-273.844	-0.239502	-0.226624	0.274979
31/08/2023 14.29.43.34487	0.772705	-1.60486	-0.0740204	-276.58	-0.237457	-0.127136	0.268845
31/08/2023 14.29.43.39487	0.772624	0.893463	0.623596	-284.828	-0.369522	-0.133591	0.241898
31/08/2023 14.29.43.44487	0.772491	1.35245	0.940048	-295.184	-0.0763092	-0.249176	0.423904
31/08/2023 14.29.43.49487	0.772681	1.77301	1.18105	-305.787	-0.263458	-0.292725	0.423813
31/08/2023 14.29.43.54487	0.772668	0.439514	0.462234	-316.818	0.0865326	-0.248596	0.133316
31/08/2023 14.29.43.59487	0.772747	0.202057	0.232971	-325.634	0.0296478	-0.143982	0.10762
31/08/2023 14.29.43.64487	0.77256	-0.695129	0.1698	-330.995	-0.0340271	-0.141846	0.397247
31/08/2023 14.29.43.69512	0.772529	-1.14987	0.113739	-333.362	-0.135223	-0.225723	0.316391
31/08/2023 14.29.43.74512	0.772666	-2.33868	-0.180984	-333.391	-0.0152435	-0.334	0.394821
31/08/2023 14.29.43.79587	0.772737	0.0612793	0.412552	-327.703	-0.00482178	-0.205536	0.287598
31/08/2023 14.29.43.84587	0.772717	1.36731	0.974014	-317.348	-0.0541229	-0.116669	0.142288
31/08/2023 14.29.43.89587	0.772446	1.54739	0.943954	-306.681	0.00871277	-0.059433	0.152267
31/08/2023 14.29.43.94587	0.772611	0.268677	0.627899	-297.626	-0.295792	-0.242599	0.390656
31/08/2023 14.29.43.99587	0.772692	0.321198	0.504059	-289.537	-0.214951	-0.230606	0.295441
31/08/2023 14.29.44.04587	0.772723	0.410065	0.563095	-283.911	-0.12471	-0.234833	0.218903
31/08/2023 14.29.44.09587	0.772734	2.23056	1.24403	-282.301	-0.168396	-0.0818634	0.186417
31/08/2023 14.29.44.14587	0.772413	1.28491	0.83168	-282.352	-0.384689	-0.155441	0.293335
31/08/2023 14.29.44.19637	0.772617	-0.225464	0.441925	-283.909	-0.415939	-0.11409	0.393433
31/08/2023 14.29.44.24637	0.772691	-0.901855	0.231873	-288.306	-0.476639	-0.285889	0.319412
31/08/2023 14.29.44.29637	0.772731	-0.754883	0.215118	-293.104	-0.254257	-0.150223	0.321106
31/08/2023 14.29.44.34637	0.772595	2.04282	1.40161	-297.397	-0.133011	-0.0729675	0.0600586
31/08/2023 14.29.44.39637	0.772537	4.08395	1.82893	-300.047	-0.319839	-0.0494843	0.148285
31/08/2023 14.29.44.44637	0.772668	0.315674	0.70462	-302.408	-0.597397	-0.207169	0.435669
31/08/2023 14.29.44.49637	0.77269	-0.0647583	0.455887	-304.096	-0.395386	-0.631485	0.440277
31/08/2023 14.29.44.54637	0.772694	2.41187	1.41734	-305.47	-0.222168	-0.4133	0.10556
31/08/2023 14.29.44.59639	0.772506	4.74329	2.58406	-307.243	0.0750427	-0.183609	-0.122604
31/08/2023 14.29.44.64639	0.772616	4.02921	1.97395	-308.453	-0.093338	-0.0568695	0.184631
31/08/2023 14.29.44.69662	0.772673	-0.638733	0.321152	-308.382	-0.154633	-0.126068	0.46048
31/08/2023 14.29.44.74662	0.772711	-0.268707	0.374054	-307.9	-0.160751	-0.379501	0.332474
31/08/2023 14.29.44.79662	0.772712	-1.66425	0.0128326	-306.665	0.256119	-0.28804	0.230392
31/08/2023 14.29.44.84662	0.77245	-1.41919	0.00715637	-304.477	0.244873	-0.0985718	0.149994
31/08/2023 14.29.44.89662	0.772645	0.893372	0.677887	-301.989	0.100998	0.132217	0.293884
31/08/2023 14.29.44.94662	0.772651	-0.263763	0.378433	-299.586	0.224167	-0.0547638	0.724274
31/08/2023 14.29.44.99662	0.77276	2.82608	1.42964	-297.441	0.482971	0.00968933	0.641846
31/08/2023 14.29.45.04662	0.772615	3.29764	1.74757	-295.966	0.577972	0.176025	0.601517
31/08/2023 14.29.45.09662	0.772485	1.32739	1.03844	-294.601	0.76622	0.27919	0.473068
31/08/2023 14.29.45.14662	0.772685	0.979034	0.774155	-294.537	0.649597	0.371628	0.684692
31/08/2023 14.29.45.19662	0.772669	0.0742798	0.636597	-294.435	0.071991	0.184601	0.982071
31/08/2023 14.29.45.24662	0.772736	-0.846771	0.16037	-295.905	0.147003	0.139328	0.848984
31/08/2023 14.29.45.29662	0.772526	-0.0360107	0.380997	-300.757	0.179626	0.253174	0.803177
31/08/2023 14.29.45.34662	0.772578	-0.212891	0.273865	-307.065	0.167831	0.142502	0.696106
31/08/2023 14.29.45.39662	0.772654	-0.706299	0.235718	-313.826	-0.131943	0.0813599	0.895798
31/08/2023 14.29.45.44662	0.772738	2.06763	1.21275	-318.812	-0.387344	-0.144211	0.820404
31/08/2023 14.29.45.49737	0.77271	-0.365997	0.413879	-319.755	-0.363205	-0.260849	0.92688
31/08/2023 14.29.45.54737	0.772428	4.61481	2.24434	-317.783	-0.639801	-0.718857	0.543259
31/08/2023 14.29.45.59737	0.772667	3.01611	1.83357	-310.651	-0.533371	-0.461456	0.34462
31/08/2023 14.29.45.64737	0.772676	3.44391	1.82784	-303.112	-0.530304	-0.522919	0.213409
31/08/2023 14.29.45.69737	0.772728	3.6619	1.76552	-297.521	-0.751617	-0.700378	0.343964
31/08/2023 14.29.45.74737	0.772692	0.680054	0.655991	-293.611	-0.724335	-0.724365	0.188766
31/08/2023 14.29.45.79737	0.77243	-1.35452	0.0708923	-291.681	-0.545853	-0.841965	0.0592804
31/08/2023 14.29.45.84737	0.772673	-2.20502	-0.141312	-291.737	-0.554214	-0.709763	0.0540771
31/08/2023 14.29.45.89737	0.772665	-2.59952	-0.251587	-292.365	-0.328918	-0.630463	0.0976715
31/08/2023 14.29.45.94737	0.772747	-2.56064	-0.133499	-293.873	-0.270477	-0.572495	0.161697
31/08/2023 14.29.45.99789	0.772568	-0.536652	0.340881	-294.866	0.195908	-0.461914	0.218887
31/08/2023 14.29.46.04789	0.772529	1.1319	1.03873	-294.777	0.327255	-0.386795	0.112091
31/08/2023 14.29.46.10062	0.772682	-0.854706	0.220154	-294.742	0.819061	0.0863342	-0.0774689
31/08/2023 14.29.46.15062	0.772725	-1.47708	-0.0354156	-294.558	0.674713	0.303162	0.386993
31/08/2023 14.29.46.20062	0.772674	-0.920959	0.277344	-294.259	0.90715	0.469238	0.737305
31/08/2023 14.29.46.25062	0.772527	0.827118	0.878021	-294.098	0.75592	0.668991	0.862167
31/08/2023 14.29.46.30087	0.772599	0.760681	0.948257	-294.046	0.831512	0.772934	1.02109
31/08/2023 14.29.46.35087	0.772636	0.94928	0.91449	-296.177	1.05334	0.979767	0.929428
31/08/2023 14.29.46.40112	0.772754	0.0658875	0.608536	-300.219	1.00075	1.04771	1.46455
31/08/2023 14.29.46.45112	0.772668	-0.514465	0.165955	-303.833	0.798004	1.13089	1.63954
31/08/2023 14.29.46.50112	0.772462	1.42725	0.759216	-306.263	0.735474	0.885529	1.7457
31/08/2023 14.29.46.55112	0.772672	1.26349	0.955307	-307.599	0.678024	0.74057	1.50644
31/08/2023 14.29.46.60112	0.772719	1.29907	1.09413	-308.38	0.658981	0.638367	1.38542
31/08/2023 14.29.46.65112	0.772688	-0.211304	0.547455	-309.809	0.189209	0.50798	1.43713
31/08/2023 14.29.46.70112	0.772556	-0.893982	0.141006	-310.636	-0.297958	0.216583	1.44211
31/08/2023 14.29.46.75112	0.772539	1.83823	1.17693	-311.695	-0.781219	-0.156601	1.37318
31/08/2023 14.29.46.80112	0.772696	5.92947	3.04492	-313.046	-0.982315	-0.70343	0.971222
31/08/2023 14.29.46.85112	0.772707	0.375122	0.639801	-313.768	-0.847229	-0.803894	0.325195
31/08/2023 14.29.46.90112	0.772701	0.443909	0.643387	-314.551	-0.732971	-0.862183	-0.12616
31/08/2023 14.29.46.95112	0.772494	0.344086	0.613922	-314.413	-1.27075	-1.1601	-0.0747681
31/08/2023 14.29.47.00112	0.772607	-0.947632	0.115112	-311.241	-1.17519	-1.15009	-0.0825806
31/08/2023 14.29.47.05112	0.772694	-0.86264	0.276779	-306.798	-0.92244	-1.24951	-0.612381
31/08/2023 14.29.47.10112	0.772707	0.693451	0.81337	-302.84	-0.833878	-1.1131	-0.863754
31/08/2023 14.29.47.15112	0.77267	2.25186	1.22597	-298.27	-0.707718	-1.09196	-0.850693
31/08/2023 14.29.47.20112	0.772446	0.277039	0.627945	-293.953	-0.804764	-1.15419	-0.52858
31/08/2023 14.29.47.25112	0.772665	1.68085	1.29953	-290.272	-0.476242	-0.977783	-0.635712
31/08/2023 14.29.47.30112	0.772654	-0.887054	0.157166	-286.8	-0.0821838	-0.883606	-0.565231
31/08/2023 14.29.47.35112	0.772732	-0.429047	0.329117	-284.043	0.430603	-0.474716	-0.648804
31/08/2023 14.29.47.40112	0.772606	0.358643	0.550171	-279.428	0.638016	-0.104416	-0.273636
31/08/2023 14.29.47.45112	0.772554	1.52518	0.981506	-271.547	0.440552	0.259201	0.266449
31/08/2023 14.29.47.50112	0.772654	0.408203	0.776154	-270.006	0.527832	0.245026	0.490524
31/08/2023 14.29.47.55112	0.772711	0.443176	0.63443	-276.515	0.923889	0.412994	0.841446
31/08/2023 14.29.47.60112	0.772672	-0.806	0.198654	-291.331	0.990799	0.417664	0.917786
31/08/2023 14.29.47.65112	0.772533	-3.15436	-0.337997	-303.646	0.781769	0.824768	1.15471
31/08/2023 14.29.47.70362	0.772592	-2.20511	-0.203293	-323.398	0.71373	0.716614	1.2435
31/08/2023 14.29.47.75362	0.772667	-0.0921326	0.566544	-338.206	0.587921	0.464355	1.36412
31/08/2023 14.29.47.80362	0.772734	1.92349	0.830078	-343.071	0.236603	0.425217	1.30164
31/08/2023 14.29.47.85362	0.772659	0.884888	0.773849	-345.046	0.00334167	0.297638	1.1537
31/08/2023 14.29.47.90362	0.772477	-0.0247498	0.475128	-343.86	0.106384	0.0841217	0.803238
31/08/2023 14.29.47.95362	0.772691	0.341553	0.541702	-337.528	-0.561417	-0.11496	1.02577
31/08/2023 14.29.48.00362	0.772662	1.59216	1.17734	-323.202	-0.741058	-0.529739	1.08606
31/08/2023 14.29.48.05362	0.772706	3.62103	1.9413	-306.335	-0.784866	-0.946533	0.698105
31/08/2023 14.29.48.10362	0.772623	1.89444	1.27185	-298.071	-0.842163	-0.906418	0.136642
31/08/2023 14.29.48.15362	0.772495	1.2428	0.944931	-280.455	-0.660263	-1.0363	-0.191513
31/08/2023 14.29.48.20362	0.772658	0.399506	0.625092	-273.108	-0.859528	-1.14899	-0.128906
31/08/2023 14.29.48.25362	0.772734	0.702209	0.778214	-269.586	-1.08015	-1.16908	-0.0737915
31/08/2023 14.29.48.30362	0.772719	2.40967	1.37836	-268.731	-0.961777	-1.42857	-0.410645
31/08/2023 14.29.48.35362	0.772486	1.77209	1.12535	-269.989	-0.567047	-1.07228	-0.29422
